Name_of_Vehical,Selling_Price,On_Road_Price,Rating,Transparency_Score,Seller_Score,Health_Score,Pricing_Score,Make,Model,Trim,Year,Exterior_Color,Interior_Color,Fuel_Type,Transmission_Type,Body_Type,Interior_Furnishing,Seating_Capacity,Fuel_Tank_Capacity,Location,Registration_State,Kilometers_Driven,Seller_Type,Number_of_Owners,Engine_Displacement,Fuel_Efficiency
TATA INDICA EV2 XETA GLE 2006,120000,0,5.5,4.9,4.5,5,4.2,TATA,INDICA,EV2,2006,RED,BEIGE,PETROL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,500001,DEALER,FIRST OWNER,1405,NA
TATA INDICA DLS 2009,200000,447572,6,5.5,4.5,6.4,3.4,TATA,INDICA,DLS,2009,WHITE,BLACK,DIESEL,MANUAL,HATCHBACK,FABRIC,5,37,MUMBAI,MAHARASHTRA,60000,DEALER,FIRST OWNER,1405,17
TATA INDICA DLS 2004,115000,447572,4.4,5.8,4.3,4.3,3.2,TATA,INDICA,DLS,2004,WHITE,GRAY,DIESEL,MANUAL,HATCHBACK,FABRIC,5,37,MUMBAI,MAHARASHTRA,100000,DEALER,FIRST OWNER,1405,17
TATA INDICA VISTA AURA ABS SAFIRE 90 BS-IV 2011,291195,748234,8.2,6.9,9.9,8.5,7.9,TATA,INDICA VISTA,AURA,2011,SILVER,BEIGE,PETROL,MANUAL,HATCHBACK,FABRIC,5,37,MUMBAI,MAHARASHTRA,35000,DEALER,FIRST OWNER,1172,16.3
TATA INDICA VISTA AURA ABS SAFIRE 90 BS-IV 2011,291195,748234,8.2,6.9,9.9,8.5,7.9,TATA,INDICA VISTA,AURA,2011,SILVER,BEIGE,PETROL,MANUAL,HATCHBACK,FABRIC,5,37,MUMBAI,MAHARASHTRA,35000,DEALER,FIRST OWNER,1172,16.3
TATA INDICA VISTA AQUA TDI BS-III 2008,107000,525955,6.7,6.9,9.2,4,6.8,TATA,INDICA VISTA,AQUA,2008,BLACK,BEIGE,DIESEL,MANUAL,HATCHBACK,FABRIC,5,37,MUMBAI,MAHARASHTRA,77000,DEALER,FIRST OWNER,1405,NA
TATA INDICA VISTA AQUA 1.2 SAFIRE 2009,245000,0,7,6.8,9.9,6.2,4.6,TATA,INDICA VISTA,AQUA,2009,WHITE,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,5,37,MUMBAI,MAHARASHTRA,37579,DEALER,FIRST OWNER,1248,12.9
TATA INDICA VISTA GVX SAFIRE65 2012,299000,561668,8.3,7.3,9.9,9.2,6.6,TATA,INDICA VISTA,GVX,2012,GREY,BEIGE,PETROL,MANUAL,HATCHBACK,FABRIC,5,37,MUMBAI,MAHARASHTRA,45366,DEALER,FIRST OWNER,1172,17.2
TATA INDICA VISTA AURA PLUS QUADRAJET BS-IV 2011,163350,685040,6.6,6.1,7.9,3.8,9.4,TATA,INDICA VISTA,AURA,2011,WHITE,GREY,DIESEL,MANUAL,HATCHBACK,FABRIC,5,37,MUMBAI,MAHARASHTRA,72000,DEALER,SECOND OWNER,1248,16.3
TATA INDICA VISTA TERRA 1.3 QUADRAJET 2010,160000,536738,6.6,4.3,7,8,7.3,TATA,INDICA VISTA,TERRA,2010,GERY,GREY,PETROL,MANUAL,NA,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,44670,NA,SECOND OWNER,1248,16.3
TATA INDICA VISTA AQUA SAFIRE 90 BS-IV 2011,199300,0,6.8,6.5,7,8.5,5.4,TATA,INDICA VISTA,AQUA,2011,RED,BEIGE,PETROL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,39000,NA,FIRST OWNER,1172,16
TATA INDICA VISTA TERRA 1.2 SAFIRE 2009,122000,416961,7.5,6.5,10,8.4,6.8,TATA,INDICA VISTA,TERRA,2009,RED,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,20000,NA,FIRST OWNER,1172,15.8
TATA INDICA VISTA LS QUADRAJET 2012,490000,0,6.7,6.8,9.5,5.7,4.6,TATA,INDICA VISTA,LS,2012,WHITE,BLACK,DIESEL,MANUAL,HATCHBACK,FABRIC,5,37,MUMBAI,MAHARASHTRA,46457,DEALER,FIRST OWNER,1248,22.3
TATA INDICA VISTA AURA 1.3 QUADRAJET 2008,135000,582424,8.6,6.5,10,9,9.9,TATA,INDICA VISTA,AURA,2008,BLUE,BEIGE,DIESEL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,114050,NA,FIRST OWNER,1248,18.4
TATA INDICA VISTA AQUA SAFIRE BS-IV 2011,99000,473546,7.5,4.3,10,8,9.4,TATA,INDICA VISTA,AURA,2010,BLUE,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,5,37,MUMBAI,MAHARASHTRA,59000,DEALER,SECOND OWNER,1172,15.8
TATA INDICA VISTA AURA PLUS 1.2 SAFIRE 2010,123750,0,6.4,6.3,5.5,5,9.4,TATA,INDICA VISTA,AQUA,2010,RED,BEIGE,PETROL,MANUAL,HATCHBACK,FABRIC,5,37,MUMBAI,MAHARASHTRA,65000,DEALER,FIRST OWNER,1172,12.9
TATA INDICA VISTA AQUA SAFIRE BS-IV 2011,155000,473546,7.5,6.2,4.5,6.4,9.9,TATA,INDICA VISTA,VX,2011,WHITE,BEIGE,DIESEL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,52234,NA,FIRST OWNER,1248,16.3
TATA INDICA VISTA VX QUADRAJET 2011,285000,0,6.5,3.5,10,6,8.7,TATA,INDICA VISTA,LS,2012,BLUE,WHITE,DIESEL,MANUAL,HATCHBACK,FABRIC,5,37,MUMBAI,MAHARASHTRA,273000,DEALER,FIRST OWNER,1248,22.3
TATA INDICA VISTA LS QUADRAJET 2012,160000,0,6.3,4,8.4,4.4,9.4,TATA,INDICA VISTA,AQUA,2009,GREY,BEIGE,PETROL,MANUAL,HATCHBACK,FABRIC,5,37,MUMBAI,MAHARASHTRA,76000,DEALER,FIRST OWNER,1248,12.9
TATA INDICA VISTA AQUA 1.2 SAFIRE 2009,122000,0,7.9,6.4,6,6.4,9.9,TATA,INDICA VISTA,TDI,2010,BLUE,WHITE,DIESEL,MANUAL,HATCHBACK,FABRIC,5,37,MUMBAI,MAHARASHTRA,330000,DEALER,FIRST OWNER,1405,19.1
TATA INDICA VISTA TDI LS 2010,155000,0,6.2,3.7,8.4,4.4,9.4,TATA,INDICA VISTA,LS,2011,SILVER,BEIGE,DIESEL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,39000,NA,SECOND OWNER,1248,22.3
TATA INDICA VISTA LS QUADRAJET 2011,150000,0,6.8,4,10,6,9.5,TATA,INDICA VISTA,VX,2012,SILVER,BEIGE,DIESEL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,78099,NA,FIRST OWNER,1248,16.3
TATA INDICA VISTA VX QUADRAJET 2012,258300,0,6.8,6,10,6.2,7,TATA,INDICA VISTA,TERRA,2011,GREY,BEIGE,PETROL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,8000,NA,SECOND OWNER,1172,12.9
TATA INDICA VISTA TERRA SAFIRE BS-IV 2011,150000,0,6.5,4,7,6,9.4,TATA,INDICA VISTA,VX,2012,WHITE,WHITE,DIESEL,MANUAL,HATCHBACK,FABRIC,5,37,MUMBAI,MAHARASHTRA,74000,DEALER,FIRST OWNER,1248,16.3
TATA INDICA VISTA VX QUADRAJET 2012,328000,0,6.4,6.1,7,4.6,8.6,TATA,INDICA VISTA,LX,2012,RED,BEIGE,DIESEL,MANUAL,HATCHBACK,FABRIC,5,37,MUMBAI,MAHARASHTRA,20000,DEALER,FOURTH OWNER,1248,22.3
TATA INDICA VISTA AQUA 1.2 SAFIRE 2011,144262,0,7.5,4.3,10,8,9.4,TATA,INDICA VISTA,QUADRAJET,2008,RED,BEIGE,DIESEL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,76865,DEALER,SECOND OWNER,1248,NA
TATA INDICA VISTA AQUA 1.2 SAFIRE 2008,120000,0,6.2,4.3,10,6,7,TATA,INDICA VISTA,AQUA,2010,ORANGE,GRAY,PETROL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,38000,NA,FIRST OWNER,1172,12.9
TATA INDICA VISTA LX QUADRAJET 2012,340000,659878,6.4,6.2,4.3,6.8,3.8,TATA,INDICA VISTA,TERRA,2010,WHITE,GRAY,PETROL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,11242,DEALER,FIRST OWNER,1248,NA
TATA INDICA VISTA QUADRAJET 2008,145000,0,5.5,6.3,4.3,4.3,8.2,TATA,INDICA VISTA,QUADRAJET,2010,OTHER,GRAY,DIESEL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,60000,DEALER,FIRST OWNER,1248,NA
TATA INDICA VISTA AQUA SAFIRE BS-III 2010,250000,434005,6.4,6.1,4.8,6.8,3.4,TATA,INDICA VISTA,AURA,2011,WHITE,GRAY,DIESEL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,85000,DEALER,FIRST OWNER,1248,NA
TATA INDICA VISTA TERRA SAFIRE BS III 2010,195000,0,7,6.2,4.3,6.8,7,TATA,INDICA VISTA,LS,2012,GREY,GRAY,DIESEL,MANUAL,HATCHBACK,FABRIC,5,37,MUMBAI,MAHARASHTRA,66920,DEALER,FIRST OWNER,1248,22.3
TATA INDICA VISTA QUADRAJET 2010,250000,0,6.3,5.6,4.5,6.4,4.6,TATA,INDICA VISTA,AQUA,2010,RED,BLACK,PETROL,MANUAL,HATCHBACK,FABRIC,5,37,MUMBAI,MAHARASHTRA,43000,DEALER,SECOND OWNER,1172,12.9
TATA INDICA VISTA AURA PLUS QUADRAJET BS III 2011,300000,615470,6.5,6.2,4.5,5.4,7,TATA,INDICA VISTA,LS,2012,WHITE,BEIGE,DIESEL,MANUAL,HATCHBACK,FABRIC,5,37,MUMBAI,MAHARASHTRA,89876,DEALER,FIRST OWNER,1248,17
TATA INDICA VISTA LS QUADRAJET 2012,300000,0,6.4,6.2,4.5,5.4,6.4,TATA,INDICA VISTA,AQUA,2010,BLACK,BEIGE,DIESEL,MANUAL,HATCHBACK,FABRIC,5,37,MUMBAI,MAHARASHTRA,80174,DEALER,FIRST OWNER,1248,16.3
TATA INDICA VISTA AQUA SAFIRE BS-IV 2011,190000,473546,6.5,6.1,4.5,6.8,4.6,TATA,INDICA VISTA,LS,2012,RED,GRAY,DIESEL,MANUAL,HATCHBACK,FABRIC,5,37,MUMBAI,MAHARASHTRA,78000,DEALER,FIRST OWNER,1248,22.3
TATA INDICA VISTA LS TDI BS III 2012,245000,567001,6.2,4.9,4.3,5,7.8,TATA,INDICA VISTA,VX,2011,RED,GREY,DIESEL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,59000,NA,FIRST OWNER,1248,17
TATA INDICA VISTA AQUA QUADRAJET BS-IV 2010,250000,570480,6.1,6.2,4.5,5.7,4.6,TATA,INDICA VISTA,AURA,2010,SILVER,BEIGE,DIESEL,MANUAL,HATCHBACK,FABRIC,5,37,MUMBAI,MAHARASHTRA,51683,DEALER,FIRST OWNER,1248,18.4
TATA INDICA VISTA LS QUADRAJET 2012,380000,0,6,6.2,6,5,3.8,TATA,INDICA VISTA,AQUA,2011,GREY,BEIGE,PETROL,MANUAL,HATCHBACK,FABRIC,5,37,MUMBAI,MAHARASHTRA,63000,DEALER,FIRST OWNER,1248,18
TATA INDICA VISTA VX 2011,275000,0,4.9,6.1,4.8,4.3,5.2,TATA,INDICA VISTA,LS,2012,GREY,BEIGE,DIESEL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,65231,NA,FIRST OWNER,1248,17
TATA INDICA VISTA AURA ABS QUADRAJET BS-III 2010,255000,631587,5.4,5.6,4.3,4.5,8.2,TATA,INDICA VISTA,LX,2012,SILVER,BEIGE,DIESEL,MANUAL,HATCHBACK,FABRIC,5,37,MUMBAI,MAHARASHTRA,58000,DEALER,FIRST OWNER,1248,22.3
TATA INDICA VISTA AQUA 1.3 QUADRAJET 2011,225000,661038,5,6.9,5.6,4.3,4.2,TATA,INDICA VISTA,AURA,2010,SILVER,BEIGE,PETROL,MANUAL,HATCHBACK,FABRIC,5,37,MUMBAI,MAHARASHTRA,60000,DEALER,SECOND OWNER,1172,16.3
TATA INDICA VISTA LS TDI BS III 2012,215000,567001,5.7,7.2,3.3,3.5,9.9,TATA,INDICA VISTA,VX,2014,BLUE,BEIGE,DIESEL,MANUAL,HATCHBACK,FABRIC,5,37,MUMBAI,MAHARASHTRA,49000,DEALER,FIRST OWNER,1248,16.3
TATA INDICA VISTA LX QUADRAJET 2012,272250,659878,5.8,5.9,9.5,4,5.4,TATA,INDICA EV2,LS,2016,WHITE,BLACK,DIESEL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,38000,NA,FIRST OWNER,1396,17
TATA INDICA VISTA AURA ABS SAFIRE 90 BS-IV 2010,219186,748234,7.7,6.9,9.5,5,9.9,TATA,INDICA EV2,GLS,2015,WHITE,BLACK,PETROL + CNG,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,89000,NA,FIRST OWNER,1396,23.7
TATA INDICA VISTA VX QUADRAJET 2014,325000,0,6.9,6.1,9.5,4.6,7.7,TATA,INDICA EV2,LS,2017,SILVER,BLACK,PETROL,MANUAL,NA,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,67260,NA,FIRST OWNER,1396,17
TATA INDICA EV2 LS 2016,260000,587430,6.3,7.7,6,3.3,9.9,TATA,INDICA EV2,LX,2015,WHITE,GREY,DIESEL,MANUAL,HATCHBACK,FABRIC,5,37,MUMBAI,MAHARASHTRA,99000,DEALER,FIRST OWNER,1396,17
TATA INDICA EV2 GLS EMAX 2015,180000,436788,8.1,6.7,5.3,9.3,9.9,TATA,INDICA EV2,LS,2015,WHITE,GREY,DIESEL,MANUAL,HATCHBACK,FABRIC,5,37,MUMBAI,MAHARASHTRA,54000,DEALER,FIRST OWNER,1396,17
TATA INDICA EV2 LS 2017,200000,587430,6.4,4.3,10,6.4,7.5,TATA,INDICA EV2,LS,2015,WHITE,GREY,DIESEL,MANUAL,HATCHBACK,FABRIC,5,37,MUMBAI,MAHARASHTRA,42000,DEALER,FIRST OWNER,1396,17
TATA INDICA EV2 LX 2015,198000,642435,7.2,6.1,8.4,6.7,7.8,TATA,INDICA EV2,LX,2016,WHITE,BEIGE,DIESEL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,53000,NA,FIRST OWNER,1396,17
TATA INDICA EV2 LS 2015,198000,587430,7.4,5.9,8.4,7.1,8.9,TATA,INDICA EV2,LX,2013,SILVER,GREY,DIESEL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,50000,NA,SECOND OWNER,1396,17
TATA INDICA EV2 LX 2016,360000,642435,8.3,7,4.5,9.8,9.9,TATA,INDICA EV2,LX,2016,WHITE,BEIGE,DIESEL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,53000,NA,FIRST OWNER,1396,17
TATA INDICA EV2 LX 2015,194000,642435,6.8,4.3,10,6.4,8.6,TATA,INDICA EV2,LX,2013,SILVER,GREY,DIESEL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,50000,NA,SECOND OWNER,1396,17
TATA INDICA EV2 GLX EMAX 2016,160500,494764,6.6,4.3,7,6.4,9.1,TATA,INDICA EV2,LX,2016,SILVER,BLACK,DIESEL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,120000,NA,NA,1396,17
TATA INDICA EV2 LX 2013,175000,642435,8.2,9,4.8,9.9,7,TATA,INDICA EV2,LX,2017,SILVER,BEIGE,DIESEL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,4611,NA,FIRST OWNER,1396,17
TATA INDICA EV2 LS 2015,119000,587430,6.7,4.3,7,6.4,9.4,TATA,INDICA EV2,GLX,2015,WHITE,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,45000,NA,FIRST OWNER,1396,23.7
TATA INDICA EV2 LX 2016,100000,642435,6.3,4,10,4.4,9.4,TATA,INDICA EV2,GLS,2008,BLUE,GRAY,DIESEL,MANUAL,HATCHBACK,FABRIC,5,37,MUMBAI,MAHARASHTRA,76000,DEALER,FIRST OWNER,1396,23.7
TATA INDICA EV2 LS 2016,160000,587430,6,4,7,4.4,9.4,TATA,INDICA EV2,LS,2016,WHITE,GREY,DIESEL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,75000,NA,NA,1396,17
TATA INDICA EV2 LS 2017,245000,587430,6.6,4.3,7,6.4,9.1,TATA,INDICA EV2,LS,2017,PRISTIN WHITE,OTHER,PETROL,MANUAL,NA,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,68452,NA,FIRST OWNER,1396,17
TATA INDICA EV2 LS 2016,350000,587430,7.9,7.7,4.5,9.8,7.6,TATA,INDICA EV2,LS,2016,WHITE,BEIGE,DIESEL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,15500,NA,FIRST OWNER,1396,17
TATA INDICA EV2 LS 2016,225000,587430,7.9,6.2,10,7.4,9.4,TATA,INDICA EV2,LS,2016,SILVER,GREY,DIESEL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,72000,NA,FIRST OWNER,1396,17
VOLKSWAGEN POLO TRENDLINE 1.2L (P) 2012,272250,628224,5.8,6.1,6.2,4,7.3,VOLKSWAGEN,POLO,TRENDLINE,2012,WHITE,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,5,45,MUMBAI,MAHARASHTRA,35000,DEALER,SECOND OWNER,1198,16
VOLKSWAGEN POLO COMFORTLINE 1.2L (P) 2017,623600,708115,7.1,6.9,9.2,4,9,VOLKSWAGEN,POLO,COMFORTLINE,2017,RED,BEIGE,PETROL,MANUAL,HATCHBACK,FABRIC,5,45,MUMBAI,MAHARASHTRA,20000,DEALER,FIRST OWNER,1198,16.47
VOLKSWAGEN POLO GT TSI 2017,727650,1032777,7.4,5.9,9.3,7.3,7.6,VOLKSWAGEN,POLO,GT,2017,BLACK,GREY,PETROL,AUTOMATIC,HATCHBACK,FABRIC,5,45,MUMBAI,MAHARASHTRA,26000,DEALER,FIRST OWNER,1198,NA
VOLKSWAGEN POLO GT TSI 2017,725000,1032777,8.2,7,10,7.1,9.9,VOLKSWAGEN,POLO,COMFORTLINE,2010,SILVER,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,5,45,MUMBAI,MAHARASHTRA,34379,DEALER,FIRST OWNER,1198,16.47
VOLKSWAGEN POLO COMFORTLINE 1.2L (P) 2010,222750,708115,7.3,6.1,7,7.5,9.1,VOLKSWAGEN,POLO,HIGHLINE,2013,RED,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,13000,DEALER,FIRST OWNER,NA,NA
VOLKSWAGEN POLO HIGHLINE 1.2L (P) 2013,371250,812239,7.3,5.9,9.3,7.5,6.8,VOLKSWAGEN,POLO,GT,2015,OTHER,BEIGE,PETROL,AUTOMATIC,HATCHBACK,FABRIC,5,45,MUMBAI,MAHARASHTRA,43031,DEALER,FIRST OWNER,1198,NA
VOLKSWAGEN POLO GT TSI 2015,850000,1032777,7.6,6.8,9.5,9.3,4.6,VOLKSWAGEN,POLO,COMFORTLINE,2012,RED,GREY,DIESEL,MANUAL,HATCHBACK,FABRIC,5,45,MUMBAI,MAHARASHTRA,104000,DEALER,FIRST OWNER,1198,20
VOLKSWAGEN POLO COMFORTLINE 1.2L (D) 2012,285000,793107,6.1,6.1,5,4.4,9.4,VOLKSWAGEN,POLO,ALLSTAR,2017,TOFFEE BROWN,BEIGE,PETROL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,8200,NA,FIRST OWNER,1198,16
VOLKSWAGEN POLO ALLSTAR 1.2L (P) 2017,606200,847578,6.7,4.3,7,6,9.9,VOLKSWAGEN,POLO,TRENDLINE,2013,WHITE,GREY,DIESEL,MANUAL,HATCHBACK,FABRIC,5,45,MUMBAI,MAHARASHTRA,73000,DEALER,FIRST OWNER,1199,NA
VOLKSWAGEN POLO TRENDLINE 1.2L (D) 2013,317790,0,6.3,5.9,7.5,3.6,9.1,VOLKSWAGEN,POLO,TRENDLINE,2012,WHITE,GREY,DIESEL,MANUAL,HATCHBACK,FABRIC,5,45,MUMBAI,MAHARASHTRA,55000,DEALER,FIRST OWNER,1199,NA
VOLKSWAGEN POLO COMFORTLINE 1.2L (P) 2014,351450,708115,7.7,6.4,7.7,9.5,7.5,VOLKSWAGEN,POLO,COMFORTLINE,2015,RED,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,5,45,MUMBAI,MAHARASHTRA,38020,DEALER,FIRST OWNER,1198,16.47
VOLKSWAGEN POLO TRENDLINE 1.2L (D) 2012,307890,0,7,6.1,7.7,7.5,6.8,VOLKSWAGEN,POLO,HIGHLINE,2014,RED,BEIGE,DIESEL,MANUAL,HATCHBACK,FABRIC,5,45,MUMBAI,MAHARASHTRA,45000,DEALER,FIRST OWNER,1498,20
VOLKSWAGEN POLO HIGHLINE1.2L (P) 2015,465000,812239,8.3,6.1,8.7,9.5,9.9,VOLKSWAGEN,POLO,COMFORTLINE,2011,R SILVER,OTHER,DIESEL,MANUAL,NA,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,61265,NA,SECOND OWNER,1199,22
VOLKSWAGEN POLO COMFORTLINE 1.2L (P) 2015,405900,708115,6.9,6.1,5.5,7.5,9.1,VOLKSWAGEN,POLO,HIGHLINE,2013,BLUE,GREY,DIESEL,MANUAL,HATCHBACK,FABRIC,5,45,MUMBAI,MAHARASHTRA,54000,DEALER,FIRST OWNER,1199,22
VOLKSWAGEN POLO HIGHLINE 1.5L (D) 2014,575000,991848,8.2,6.8,9.5,9,7.6,VOLKSWAGEN,POLO,GT,2015,WHITE,BEIGE,PETROL,AUTOMATIC,HATCHBACK,FABRIC,5,45,MUMBAI,MAHARASHTRA,99887,DEALER,FIRST OWNER,1198,NA
VOLKSWAGEN POLO 1.2 TDI HIGHLINE 2011,300000,758785,7.3,4.3,10,8,8.9,VOLKSWAGEN,POLO,HIGHLINE,2011,SILVER,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,57000,NA,FIRST OWNER,1198,16
VOLKSWAGEN POLO 1.2 TDI HIGHLINE 2013,400000,758785,6.2,6.1,7,3.8,8.4,VOLKSWAGEN,POLO,COMFORTLINE,2011,WHITE,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,5,45,MUMBAI,MAHARASHTRA,63600,DEALER,FIRST OWNER,1198,16.47
VOLKSWAGEN POLO HIGHLINE1.2L DIESEL 2012,399500,758785,6.8,4.3,10,8,7,VOLKSWAGEN,POLO,COMFORTLINE,2015,GREY,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,5,45,MUMBAI,MAHARASHTRA,37000,DEALER,FIRST OWNER,1198,16.47
VOLKSWAGEN POLO GT TSI 2015,585550,1032777,8,6.6,9.9,6.7,9.5,VOLKSWAGEN,POLO,TRENDLINE,2012,WHITE,BEIGE,PETROL,MANUAL,HATCHBACK,FABRIC,5,45,MUMBAI,MAHARASHTRA,74000,DEALER,FIRST OWNER,1198,16
VOLKSWAGEN POLO HIGHLINE1.2L (P) 2011,255000,812239,7.3,6.3,7,6,9.9,VOLKSWAGEN,POLO,HIGHLINE,2010,WHITE,BEIGE,PETROL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,26000,NA,FIRST OWNER,1198,16
VOLKSWAGEN POLO TRENDLINE 1.2L (P) 2011,260000,628224,7.3,6.1,7.7,7.5,8.5,VOLKSWAGEN,POLO,COMFORTLINE,2011,SILVER,BEIGE,DIESEL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,61262,NA,SECOND OWNER,1199,22
VOLKSWAGEN POLO COMFORTLINE 1.2L (D) 2012,256000,793107,6.6,4.3,7,6.4,8.9,VOLKSWAGEN,POLO,COMFORTLINE,2013,BLUE,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,5,45,MUMBAI,MAHARASHTRA,33000,DEALER,FIRST OWNER,1198,16.47
VOLKSWAGEN POLO TRENDLINE 1.2L (P) 2011,180000,628224,6.6,4.3,10,7.6,6.8,VOLKSWAGEN,POLO,HIGHLINE,2014,BLACK,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,70000,DEALER,FIRST OWNER,1198,NA
VOLKSWAGEN POLO COMFORTLINE 1.2L (P) 2011,267300,708115,6.2,6.1,7.5,4,7.6,VOLKSWAGEN,POLO,COMFORTLINE,2010,BLUE,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,5,45,MUMBAI,MAHARASHTRA,48260,DEALER,FIRST OWNER,1198,16.47
VOLKSWAGEN POLO COMFORTLINE 1.2L (P) 2015,420750,708115,6.8,6.1,8.7,3.8,9.1,VOLKSWAGEN,POLO,HIGHLINE,2015,RED,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,5,45,MUMBAI,MAHARASHTRA,37000,DEALER,FIRST OWNER,1198,16
VOLKSWAGEN POLO TRENDLINE 1.2L (P) 2012,222750,628224,7.8,6.8,8,7.3,9.9,VOLKSWAGEN,POLO,TRENDLINE,2012,RED,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,5,45,MUMBAI,MAHARASHTRA,54812,DEALER,FIRST OWNER,1198,16
VOLKSWAGEN POLO HIGHLINE 1.2L (P) 2010,260300,812239,7.8,6.5,10,7.4,8.9,VOLKSWAGEN,POLO,HIGHLINE,2014,BLACK,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,70000,DEALER,FIRST OWNER,1198,NA
VOLKSWAGEN POLO COMFORTLINE 1.2L (P) 2011,212000,708115,6.9,4.3,7,7.6,8.9,VOLKSWAGEN,POLO,HIGHLINE,2011,WHITE,GREY,PETROL,MANUAL,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,39500,DEALER,FIRST OWNER,1198,16.47
VOLKSWAGEN POLO 1.2 TDI HIGHLINE 2011,270000,758785,7.7,6.5,10,6,9.9,VOLKSWAGEN,POLO,GT,2014,WHITE,GREY,DIESEL,MANUAL,HATCHBACK,FABRIC,5,45,MUMBAI,MAHARASHTRA,80000,DEALER,FIRST OWNER,1498,20
VOLKSWAGEN POLO COMFORTLINE 1.2L (P) 2013,396000,708115,6.9,5.9,9.9,4,8.4,VOLKSWAGEN,POLO,GT,2016,SILVER,GREY,PETROL,AUTOMATIC,HATCHBACK,FABRIC,NA,NA,MUMBAI,MAHARASHTRA,18000,DEALER,FIRST OWNER,1198,16.47
VOLKSWAGEN POLO HIGHLINE 1.2L (P) 2014,376200,812239,7.1,6.1,6.7,7.1,9.1,VOLKSWAGEN,POLO,COMFORTLINE,2010,WHITE,BEIGE,PETROL,MANUAL,HATCHBACK,FABRIC,5,45,MUMBAI,MAHARASHTRA,25000,DEALER,FIRST OWNER,1198,16.47
